Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
ChopterLearningBrain,0.858,5156.857,5.757,12060,937.377
ChopterLearningBrain,0.826,5163.772,5.536,11880,937.410
ChopterLearningBrain,0.787,5170.759,5.738,12060,937.477
ChopterLearningBrain,0.803,5177.686,5.558,12060,937.543
ChopterLearningBrain,0.746,5184.592,5.600,11880,937.576
ChopterLearningBrain,0.933,5191.702,5.735,12060,937.644
ChopterLearningBrain,0.847,5198.876,5.763,12060,937.711
ChopterLearningBrain,0.853,5205.905,5.641,11880,937.746
ChopterLearningBrain,0.862,5213.007,5.787,12060,937.811
ChopterLearningBrain,0.785,5219.928,5.585,12060,937.877
ChopterLearningBrain,0.827,5226.906,5.612,11880,937.908
ChopterLearningBrain,0.822,5233.931,5.757,12060,937.975
ChopterLearningBrain,0.831,5241.020,5.694,12060,938.039
ChopterLearningBrain,0.870,5247.986,5.533,11880,938.073
ChopterLearningBrain,0.878,5255.011,5.706,12060,938.138
ChopterLearningBrain,0.883,5262.210,5.741,12060,938.203
ChopterLearningBrain,0.818,5269.139,5.548,11880,938.236
ChopterLearningBrain,0.869,5276.623,5.750,12060,938.300
ChopterLearningBrain,0.849,5283.589,5.579,12060,938.365
ChopterLearningBrain,0.813,5290.604,5.631,11880,938.398
ChopterLearningBrain,0.821,5297.569,5.702,12060,938.463
ChopterLearningBrain,0.837,5304.681,5.711,12060,938.528
ChopterLearningBrain,0.808,5311.563,5.521,11880,938.560
ChopterLearningBrain,0.898,5318.672,5.763,12060,938.626
ChopterLearningBrain,0.750,5325.648,5.655,12060,938.690
ChopterLearningBrain,0.826,5332.506,5.490,11880,938.723
ChopterLearningBrain,0.876,5339.595,5.750,12060,938.788
ChopterLearningBrain,0.822,5346.718,5.723,12060,938.851
ChopterLearningBrain,0.817,5353.525,5.431,11880,938.883
ChopterLearningBrain,0.859,5360.570,5.727,12060,938.946
ChopterLearningBrain,0.882,5367.712,5.677,12060,939.010
ChopterLearningBrain,0.874,5374.721,5.576,11880,939.041
ChopterLearningBrain,0.831,5381.556,5.590,12060,939.105
ChopterLearningBrain,0.885,5388.614,5.623,12060,939.168
ChopterLearningBrain,0.860,5395.621,5.588,11880,939.200
ChopterLearningBrain,0.833,5402.600,5.686,12060,939.263
ChopterLearningBrain,0.851,5409.696,5.685,12060,939.326
ChopterLearningBrain,0.904,5416.781,5.625,11880,939.358
ChopterLearningBrain,0.841,5423.718,5.659,12060,939.420
ChopterLearningBrain,0.828,5430.781,5.669,12060,939.484
ChopterLearningBrain,0.805,5437.604,5.483,11880,939.515
ChopterLearningBrain,0.804,5444.665,5.787,12060,939.578
ChopterLearningBrain,0.862,5451.635,5.530,12060,939.640
ChopterLearningBrain,0.825,5458.343,5.371,11880,939.671
ChopterLearningBrain,0.817,5465.304,5.691,12060,939.733
ChopterLearningBrain,0.838,5472.307,5.597,12060,939.795
ChopterLearningBrain,0.826,5479.111,5.429,11880,939.826
ChopterLearningBrain,0.809,5486.102,5.732,12060,939.887
ChopterLearningBrain,0.877,5493.234,5.699,12060,939.949
ChopterLearningBrain,0.851,5500.251,5.612,11880,939.979
ChopterLearningBrain,0.850,5507.257,5.697,12060,940.040
ChopterLearningBrain,0.836,5514.310,5.658,12060,940.100
ChopterLearningBrain,0.844,5521.245,5.537,11880,940.130
ChopterLearningBrain,0.823,5528.163,5.651,12060,940.190
ChopterLearningBrain,0.799,5535.073,5.566,12060,940.249
ChopterLearningBrain,0.792,5541.984,5.565,11880,940.280
ChopterLearningBrain,0.834,5549.004,5.739,12060,940.340
ChopterLearningBrain,0.843,5555.967,5.565,12060,940.399
ChopterLearningBrain,0.865,5562.994,5.612,11880,940.428
ChopterLearningBrain,0.835,5569.991,5.719,12060,940.488
ChopterLearningBrain,0.839,5577.105,5.709,12060,940.548
ChopterLearningBrain,0.830,5584.108,5.615,11880,940.578
ChopterLearningBrain,0.840,5591.094,5.697,12060,940.637
ChopterLearningBrain,0.822,5598.225,5.726,12060,940.696
ChopterLearningBrain,0.828,5605.262,5.653,11880,940.726
ChopterLearningBrain,0.858,5612.097,5.548,12060,940.785
ChopterLearningBrain,0.847,5619.084,5.578,12060,940.842
ChopterLearningBrain,0.825,5626.034,5.554,11880,940.871
ChopterLearningBrain,0.879,5633.008,5.651,12060,940.928
ChopterLearningBrain,0.833,5640.102,5.689,12060,940.987
ChopterLearningBrain,0.765,5647.015,5.596,11880,941.016
ChopterLearningBrain,0.842,5654.062,5.744,12060,941.074
ChopterLearningBrain,0.784,5661.142,5.733,12060,941.131
ChopterLearningBrain,0.885,5667.972,5.400,11880,941.160
ChopterLearningBrain,0.825,5674.988,5.722,12060,941.217
ChopterLearningBrain,0.810,5681.990,5.624,12060,941.275
ChopterLearningBrain,0.831,5688.840,5.491,11880,941.302
ChopterLearningBrain,0.863,5695.788,5.654,12060,941.361
ChopterLearningBrain,0.818,5702.935,5.749,12060,941.418
ChopterLearningBrain,0.821,5709.946,5.632,11880,941.446
ChopterLearningBrain,0.850,5716.904,5.672,12060,941.503
ChopterLearningBrain,0.866,5724.046,5.696,12060,941.561
ChopterLearningBrain,0.861,5731.020,5.570,11880,941.590
ChopterLearningBrain,0.806,5738.047,5.766,12060,941.647
ChopterLearningBrain,0.829,5745.001,5.562,12060,941.703
ChopterLearningBrain,0.845,5751.962,5.564,11880,941.731
ChopterLearningBrain,0.822,5758.868,5.630,12060,941.788
ChopterLearningBrain,0.866,5766.065,5.743,12060,941.844
ChopterLearningBrain,0.858,5773.050,5.569,11880,941.872
ChopterLearningBrain,0.826,5780.044,5.695,12060,941.929
ChopterLearningBrain,0.874,5787.015,5.535,12060,941.985
ChopterLearningBrain,0.814,5793.885,5.503,11880,942.013
ChopterLearningBrain,0.833,5800.875,5.708,12060,942.070
ChopterLearningBrain,0.828,5808.003,5.731,12060,942.125
ChopterLearningBrain,0.801,5814.891,5.514,11880,942.152
ChopterLearningBrain,0.849,5821.920,5.731,12060,942.207
ChopterLearningBrain,0.853,5829.084,5.728,12060,942.262
ChopterLearningBrain,0.816,5836.047,5.602,11880,942.290
ChopterLearningBrain,0.898,5843.022,5.651,12060,942.347
ChopterLearningBrain,0.865,5850.195,5.740,12060,942.402
ChopterLearningBrain,0.821,5857.106,5.531,11880,942.429
ChopterLearningBrain,0.820,5864.129,5.747,12060,942.483
ChopterLearningBrain,0.846,5871.221,5.686,12060,942.537
ChopterLearningBrain,0.829,5878.225,5.617,11880,942.562
ChopterLearningBrain,0.857,5885.180,5.665,12060,942.615
ChopterLearningBrain,0.831,5892.367,5.776,12060,942.670
ChopterLearningBrain,0.857,5899.367,5.586,11880,942.697
ChopterLearningBrain,0.792,5906.347,5.737,12060,942.752
ChopterLearningBrain,0.862,5913.522,5.750,12060,942.805
ChopterLearningBrain,0.826,5920.444,5.546,11880,942.832
ChopterLearningBrain,0.835,5927.502,5.741,12060,942.886
ChopterLearningBrain,0.855,5934.663,5.726,12060,942.939
ChopterLearningBrain,0.846,5941.628,5.555,11880,942.965
ChopterLearningBrain,0.849,5948.622,5.684,12060,943.017
ChopterLearningBrain,0.828,5955.686,5.671,12060,943.069
ChopterLearningBrain,0.849,5962.626,5.526,11880,943.096
ChopterLearningBrain,0.874,5969.650,5.699,12060,943.148
ChopterLearningBrain,0.870,5976.801,5.703,12060,943.202
ChopterLearningBrain,0.836,5983.736,5.558,11880,943.228
ChopterLearningBrain,0.826,5990.744,5.737,12060,943.281
ChopterLearningBrain,0.838,5997.820,5.671,12060,943.334
ChopterLearningBrain,0.773,6004.706,5.567,11880,943.360
ChopterLearningBrain,0.869,6011.641,5.651,12060,943.412
ChopterLearningBrain,0.804,6018.766,5.754,12060,943.463
ChopterLearningBrain,0.821,6025.622,5.486,11880,943.489
ChopterLearningBrain,0.822,6032.566,5.678,12060,943.540
ChopterLearningBrain,0.837,6039.642,5.662,12060,943.592
ChopterLearningBrain,0.846,6046.658,5.598,11880,943.618
ChopterLearningBrain,0.843,6053.672,5.735,12060,943.669
ChopterLearningBrain,0.883,6060.858,5.739,12060,943.721
ChopterLearningBrain,0.835,6067.780,5.543,11880,943.747
ChopterLearningBrain,0.842,6074.835,5.763,12060,943.797
ChopterLearningBrain,0.845,6081.819,5.603,12060,943.849
ChopterLearningBrain,0.807,6088.729,5.548,11880,943.874
ChopterLearningBrain,0.894,6095.789,5.700,12060,943.924
ChopterLearningBrain,0.797,6102.824,5.664,12060,943.975
ChopterLearningBrain,0.861,6109.784,5.535,11880,944.001
ChopterLearningBrain,0.828,6116.778,5.713,12060,944.051
ChopterLearningBrain,0.850,6123.932,5.737,12060,944.102
ChopterLearningBrain,0.828,6130.848,5.554,11880,944.128
ChopterLearningBrain,0.874,6137.896,5.722,12060,944.178
ChopterLearningBrain,0.848,6144.991,5.676,12060,944.228
ChopterLearningBrain,0.857,6151.871,5.472,11880,944.253
ChopterLearningBrain,0.840,6158.891,5.736,12060,944.304
ChopterLearningBrain,0.826,6166.040,5.735,12060,944.353
ChopterLearningBrain,0.855,6172.915,5.468,11880,944.378
ChopterLearningBrain,0.799,6179.808,5.662,12060,944.426
ChopterLearningBrain,0.858,6186.897,5.676,12060,944.476
ChopterLearningBrain,0.803,6193.830,5.563,11880,944.500
ChopterLearningBrain,0.820,6200.782,5.691,12060,944.548
ChopterLearningBrain,0.849,6207.736,5.560,12060,944.595
ChopterLearningBrain,0.869,6214.728,5.552,11880,944.620
ChopterLearningBrain,0.863,6221.759,5.719,12060,944.669
ChopterLearningBrain,0.852,6228.925,5.750,12060,944.718
ChopterLearningBrain,0.800,6235.807,5.521,11880,944.742
ChopterLearningBrain,0.870,6242.869,5.739,12060,944.790
ChopterLearningBrain,0.884,6250.078,5.764,12060,944.838
ChopterLearningBrain,0.806,6257.068,5.620,11880,944.863
ChopterLearningBrain,0.823,6264.110,5.770,12060,944.911
ChopterLearningBrain,0.867,6271.276,5.731,12060,944.959
ChopterLearningBrain,0.831,6278.312,5.640,11880,944.982
ChopterLearningBrain,0.844,6285.339,5.740,12060,945.030
ChopterLearningBrain,0.827,6292.464,5.731,12060,945.077
ChopterLearningBrain,0.848,6299.433,5.557,11880,945.101
ChopterLearningBrain,0.845,6306.322,5.594,12060,945.148
ChopterLearningBrain,0.877,6313.543,5.758,12060,945.196
ChopterLearningBrain,0.836,6320.573,5.635,11880,945.219
